"ASIN";"SKU";"Title";"Labels";"CostPeriodStartDate";"Cost";"ShippingCostPerOrder";"ShippingProfile";"SurchargeForShippingAbroad";"Value_of_unsellable_returns";"VAT";"VAT_DE_2020";"VAT_CATEGORY";"Hide";"Marketplace"
"B0G2BGNSPD";"743269740590";"Uncrustables Peanut Butter Apple Cinnamon Wheat Sandwiches, Gift Set, 22,4 oz, 8 count each – Pack of 6 (total 48 pieces)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DQ5Y4ZNX";"BI-VZ9R-KOFJ";"Uncrustables Sandwich, Peanut Butter & Honey Spread, 15 count - Pack of 3 (total 45 pieces)";"";"";"60";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DXDH1GKD";"0A-2DLV-8XJU";"Salutem Vita - Classic Olive Loaf, 1.25 lbs. (actual weight may vary within 5%) - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F941SPBJ";"742259730153";"Salutem Vita – Frozen Chicken Fried Rice, Family Size Meal, Easy Skillet Dinner, 42 oz, Gift Set – Pack of 1";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0FH2RSYL7";"743269734285";"Salutem Vita – Turkey & American Cheese Snack Pack 3.2oz, Gift Set – Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWSSWKN3";"6U-WPOL-7GOH";"Salutem Vita - Tilapia Fillets, 2 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F3LN4G47";"742259723889";"Salutem Vita – Breakfast Bowl Biscuit Sausage Gravy, Hearty Morning Meal, Convenient Microwaveable Breakfast, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DQ6311P1";"SV-2ZYX-WRHI";"Uncrustables Sandwich, Peanut Butter & Honey Spread, 10 count - Pack of 3 (total 30 pieces)";"";"";"42";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DQ54MM43";"Q3-CP1Q-BUE3";"Uncrustables Peanut Butter & Strawberry Jam Sandwiches, 4 count (Frozen) - Pack of 27 (total 108 pieces)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DQ97R632";"ZI-OOJH-O3JP";"Uncrustables Mixed Flavors (Strawberry, Grape, Raspberry, Chocolate, Honey, Peanut Butter) - Peanut Butter Frozen Sandwich, 4 Count - Pack of 24, 4 of Each flavor (total 96 pieces)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DXDF9D81";"HU-UQXZ-RR6A";"Salutem Vita - Beef Top-Round Pastrami, 1.25 lbs. (actual weight may vary within 5%) - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F3P92YK3";"742259724718";"Salutem Vita – Blueberry Griddle Cake Sausage Egg Cheese Breakfast Sandwiches Gift Set – Pack of 4";"";"";"28";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F3PD4W9X";"742259724473";"Salutem Vita – Sausage Biscuit Snack Size Sandwich, Frozen Breakfast Meal, Quick and Easy Microwaveable Breakfast Gift Set – Pack of 2";"";"";"32";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F3PD387C";"742259724572";"Salutem Vita – Turkey Sausage Egg White Cheese Croissant Sandwiches, Frozen Breakfast Meal, High Protein, Quick and Easy Breakfast Option Gift Set – Pack of 10";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F3PBL4X2";"742259724558";"Salutem Vita – Turkey Sausage Egg White Cheese Croissant Sandwiches, Frozen Breakfast Meal, High Protein, Quick and Easy Breakfast Option Gift Set – Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F3PBPPPZ";"742259724510";"Salutem Vita – Maple Pancakes & Sausage Griddle Cake Sandwich, Breakfast Meal, Frozen Snack Gift Set – Pack of 2";"";"";"32";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RFF4ZK";"742259729416";"Salutem Vita – Salisbury Steak Frozen Meal with Mashed Potatoes and Vegetables, 16 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RFFWPS";"742259729508";"Salutem Vita – Home Style Meatloaf Frozen Meal, Comfort Food Dinner, 16 oz, Gift Set – Pack of 16";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RFHBGN";"742259729331";"Salutem Vita – Beef Broccoli Frozen Dinner Meal, Asian Cuisine, 8 oz, Gift Set – Pack of 8 (2 ct. flavors of each)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RFHV5P";"742259729423";"Salutem Vita – Salisbury Steak Frozen Meal with Mashed Potatoes and Vegetables, 16 oz, Gift Set – Pack of 16";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RFQW9D";"742259729447";"Salutem Vita – Classic Fried Chicken Frozen Meal, Comfort Food Dinner, 16 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGDNFV";"742259729126";"Salutem Vita – Fettuccine Alfredo Frozen Dinner, Creamy Pasta Meal, Italian Cuisine, 8.5 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGDNFX";"742259729232";"Salutem Vita – Salisbury Steak and Gravy with Mashed Potatoes Meal, 8 oz, Frozen Dinner Gift Set: – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGHKGN";"742259729324";"Salutem Vita – Fettuccine Alfredo with Chicken and Broccoli Meal, 8 oz, Gift Set – Pack of 16 (4 ct. flavors of each)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGP4XD";"742259729430";"Salutem Vita – Classic Fried Chicken Frozen Meal, Comfort Food Dinner, 16 oz, Gift Set – Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGPRB1";"742259729140";"Salutem Vita – Chicken Fried Rice Frozen Dinner, Asian Cuisine Meal, 8 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGQS6F";"742259729256";"Salutem Vita – Beef Broccoli Frozen Dinner Meal, Asian-Inspired Entree, 8 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGRT4Z";"742259729300";"Salutem Vita – Cheeseburger Macaroni Frozen Dinner, 8 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGVTQN";"742259729164";"Salutem Vita – Pepperoni Pizza Snack Rolls Frozen Dinner, 4.5 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RGZ6KC";"742259729362";"Salutem Vita – Pepperoni Pizza Snack Rolls Frozen Dinner, 8 oz, Gift Set – Pack of 16 (4 ct. flavors of each)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RH1ZQQ";"742259729478";"Salutem Vita – Carved White Meat Roasted Turkey Frozen Meal, 16 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RH2LZ9";"742259729249";"Salutem Vita – Salisbury Steak and Gravy with Mashed Potatoes Meal, 8 oz, Frozen Dinner Gift Set: – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RH3R8X";"742259729485";"Salutem Vita – Carved White Meat Roasted Turkey Frozen Meal, 16 oz, Gift Set – Pack of 16";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RH9KR4";"742259729102";"Salutem Vita – Macaroni and Cheese Frozen Dinner, Comfort Food, 8 oz, Gift Set: – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHBTT2";"742259729171";"Salutem Vita – Pop-n-Chicken Meal Frozen Dinner, Kids' Chicken Nuggets and Macaroni, 4.5 oz, Gift Set: – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHJNC8";"742259729218";"Salutem Vita – Wheels and Cheese Frozen Pasta Meal, 8 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHL5PH";"742259729287";"Salutem Vita – Spicy Chicken Alfredo Frozen Dinner Meal, 8 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHMR7M";"742259729225";"Salutem Vita – Wheels and Cheese Frozen Pasta Meal, 8 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHMT9G";"742259729058";"Salutem Vita – Fettucine Alfredo with Chicken and Broccoli Meal, Frozen Dinner, 8 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHN1TB";"742259729089";"Salutem Vita – Five Cheese Ziti Frozen Dinner, Italian Pasta Meal, 8.5 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHNFMF";"742259729270";"Salutem Vita – Spicy Chicken Alfredo Frozen Dinner Meal, 8 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHPF8T";"742259729201";"Salutem Vita – Chicken Lo Mein Frozen Dinner, Asian-Inspired Meal, 8 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHRP9X";"742259729065";"Salutem Vita – Fettucine Alfredo with Chicken and Broccoli Meal, Frozen Dinner, 8 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHT2BT";"742259729119";"Salutem Vita – Fettuccine Alfredo Frozen Dinner, Creamy Pasta Meal, Italian Cuisine, 8.5 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHTBP4";"742259729294";"Salutem Vita – Cheeseburger Macaroni Frozen Dinner, 8 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RHXL9F";"742259729096";"Salutem Vita – Macaroni and Cheese Frozen Dinner, Comfort Food, 8 oz, Gift Set: – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RJ85L9";"742259729263";"Salutem Vita – Beef Broccoli Frozen Dinner Meal, Asian-Inspired Entree, 8 oz, Gift Set – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RJ9LCN";"742259729195";"Salutem Vita – Chicken Lo Mein Frozen Dinner, Asian-Inspired Meal, 8 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RJKYCQ";"742259729348";"Salutem Vita – Beef Broccoli Frozen Dinner Meal, Asian Cuisine, 8 oz, Gift Set — Pack of 16 (4 ct. flavors of each)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RJLB6Q";"742259729188";"Salutem Vita – Pop-n-Chicken Meal Frozen Dinner, Kids' Chicken Nuggets and Macaroni, 4.5 oz, Gift Set: – Pack of 14";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RJLK9M";"742259729355";"Salutem Vita – Pepperoni Pizza Snack Rolls Frozen Dinner, 8 oz, Gift Set – Pack of 8 (2 ct. flavors of each)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RJQKZN";"742259729522";"Salutem Vita – Boneless Fried Chicken Frozen Meal, Salisbury Steakl, Smokin' Backyard Barbeque, Home Style Meatloaf, 16 oz, Gift Set – Pack of 16";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RK8FJZ";"742259729515";"Salutem Vita – Boneless Fried Chicken Frozen Meal, Salisbury Steakl, Smokin' Backyard Barbeque, Home Style Meatloaf, 16 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RKC9K8";"742259729072";"Salutem Vita – Five Cheese Ziti Frozen Dinner, Italian Pasta Meal, 8.5 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RKM9HX";"742259729133";"Salutem Vita – Chicken Fried Rice Frozen Dinner, Asian Cuisine Meal, 8 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0F8RNWLYX";"742259729157";"Salutem Vita – Pepperoni Pizza Snack Rolls Frozen Dinner, 4.5 oz, Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DQY1B1KY";"PD-5GXA-5PWO";"Salutem Vita Advanced Detox Cleanse, |2 Pack| Natural Detox & Cleanse with Milk Thistle, Licorice Powder, and More, Body Cleanse Detox for Women and Men, 2 * 42 Capsules";"";"";"4,5";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B01LZYZQ7S";"JE-4ZUJ-7ZX7";"Odom's Tennessee Pride Sausage Biscuit, 10.9 oz";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWLXWHSY";"59-83O4-GXLB";"Salutem Vita - Bone-In Buffalo Style Chicken Wings, 4 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWLXJKRZ";"6K-EMB9-ROSC";"Salutem Vita - Bone-in Ham Steak, 4.5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWLVXMYB";"IT-D3UN-X4N3";"Salutem Vita - Bone-In Buffalo Style Chicken Wings, 4 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWLZ82ZW";"MF-EAH8-VWPG";"Salutem Vita - Bone-in Ham Steak, 4.5 lbs. (actual weight may vary within 5%) - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWLXGPFM";"PC-Y1DI-547A";"Salutem Vita - Bone-in Ham Steak, 4.5 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWLVLNQD";"QU-TE4W-TPG9";"Salutem Vita - Beef Bologna, Standart Cut 1.25 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWLVCV2Q";"WV-3P04-EYE2";"Salutem Vita - Bone-In Buffalo Style Chicken Wings, 4 lbs. (actual weight may vary within 5%) - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWNGJB1Y";"8T-K9Y2-Z9B6";"Salutem Vita - Boneless Honey BBQ Chicken Bites, 3.5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWNWWK7F";"GG-C6G0-A6UF";"Salutem Vita - Chicken Patties, 5 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWNW9D65";"MZ-0TEO-JZNK";"Salutem Vita - Chicken Patties, 5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWTYTQGQ";"62-2OCT-FN8L";"Salutem Vita - Low Sodium Ham Steaks, 1.75 lbs. (actual weight may vary within 5%) - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWTF5BTC";"8L-ZQQJ-GV5A";"Salutem Vita - Pork Loin Stir Fry Strips, 2.5lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWV72YJF";"EK-P02G-V324";"Salutem Vita - Chicken Wings, 10 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWTDL53Q";"GX-WGJC-Y7F8";"Salutem Vita - Pork Loin Stir Fry Strips, 2.5 lbs. (actual weight may vary within 5%) - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWV5ZK42";"MK-029T-LT0Z";"Salutem Vita - Low Sodium Ham Steaks, 1.75 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWTYR9JL";"OW-BQ8J-CR8P";"Salutem Vita - Low Sodium Ham Steaks, 1.75 lbs. (actual weight may vary within 5%) - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWTCJT8R";"UZ-P5F9-TAZT";"Salutem Vita - Pork Loin Stir Fry Strips, 2.5 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DX2XH1G2";"KC-JUX5-YP23";"Salutem Vita - Seasoned Beef Patties, 12 pk. - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DX2ND43B";"4L-D686-8TBF";"Salutem Vita - Turkey Meatballs, 5 lbs. - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DX32ZZNH";"VW-W9HM-VD3B";"Salutem Vita - Seasoned Beef Patties, 12 pk.";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DX2NB8XX";"T9-A7NW-QAYO";"Salutem Vita - Turkey Meatballs, 5 lbs.";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DXNBJG95";"KV-5K26-W46G";"Salutem Vita - Natural Uncured Turkey Bacon, 1.5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DXMJ9L4N";"HF-WWAP-LZ0T";"Salutem Vita - Natural Uncured Turkey Bacon, 1.5 lbs. (actual weight may vary within 5%) - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DXN54KQ5";"2W-2GS4-K3PT";"Salutem Vita - Natural Uncured Turkey Bacon, 1.5 lbs. (actual weight may vary within 5%) - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DXNB191Q";"1J-AZ9I-MOZT";"Salutem Vita - Natural Uncured Turkey Bacon, 1.5 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DZDCDWFM";"2Q-64NU-3DDO";"Salutem Vita - Genoa Salami Authentic Italian Flavor, 16 oz - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DZDB7FR8";"L7-D54U-3YLZ";"Salutem Vita - Genoa Salami Authentic Italian Flavor, 16 oz - Pack of 7";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DZD7CX5W";"VN-X38Y-1B4N";"Salutem Vita - Genoa Salami Authentic Italian Flavor, 16 oz - Pack of 5";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DV4MN7N6";"Q0-GG26-ZZ3P";"Salutem Vita - 80% Lean Ground Beef, 5 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DV4NB4MJ";"ES-XPL7-4M4V";"Salutem Vita - 80% Lean Ground Beef, 5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DV4NJLTT";"F2-NOM9-6F60";"Salutem Vita - 80% Lean Ground Beef, 5 lbs. (actual weight may vary within 5%) - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DVSCGBYT";"DB-IW92-FUTQ";"Salutem Vita - 93% Lean 7% Fat Lean Ground Turkey,1.33 lbs. - Pack of 9";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DVS88YV5";"T3-XY7E-HETC";"Salutem Vita - Ground Chicken, 3 lbs. - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DVS595MJ";"VG-A6UY-73XC";"Salutem Vita - Organic Grass Fed 93% Ground Beef - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DVS9XKRC";"PY-5B35-O2OW";"Salutem Vita - 93% Lean 7% Fat Lean Ground Turkey,1.33 lbs. - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DVS9GVN5";"5G-K5Y2-J8IN";"Salutem Vita - Ground Chicken, 3 lbs.";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DVS4T5MC";"UO-252T-G0JI";"Salutem Vita - Organic Grass Fed 93% Ground Beef - Pack of 12";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DVSBK1ZZ";"9Q-R6PD-9NNI";"Salutem Vita - Ground Chicken, 3 lbs. - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DVS5T4KY";"4P-V1MM-1E0H";"Salutem Vita - Organic Grass Fed 93% Ground Beef - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DW3PNTRH";"1N-NL3G-7ZMW";"Salutem Vita - Roasted Garlic Chicken Dinner Sausage, 32 oz. - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DW49WNHH";"2W-FOV2-99EE";"Salutem Vita - Roasted Garlic Chicken Dinner Sausage, 32 oz. - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DW6KJHS2";"A0-CEZY-1YY4";"Salutem Vita - 93% Lean Ground Beef, 4 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DW4HFCSS";"BJ-C31M-7Q4B";"Salutem Vita - Italian Style Pork Meatballs, 2.5 lbs.";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DW465T4N";"HO-B5TM-0205";"Salutem Vita - Pork Boneless Pork Loin, 3.5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DW655MHX";"I1-HQ13-2OT3";"Salutem Vita - 93% Lean Ground Beef, 4 lbs. (actual weight may vary within 5%) - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DW6QWT9N";"MN-25RJ-65F7";"Salutem Vita - 93% Lean Ground Beef, 4 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWFVGL9G";"5F-6EW2-BDK2";"Salutem Vita - Beef Tenderloin Filet Mignon, 3.6 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWFPJRMQ";"AA-H844-Z3CY";"Salutem Vita - Select Grain Free Tender Chicken with Spinach and Potato Recipe Dog Food, 1.5 lbs. - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWFPTGCF";"FE-9ET5-GUZE";"Salutem Vita - Flank Steak Beef, 3.5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWFLSKZS";"GT-F4C6-5J6V";"Salutem Vita - Select Grain Free Tender Chicken with Spinach and Potato Recipe Dog Food, 1.5 lbs. - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWFQNGHQ";"HQ-WVOR-ZAD5";"Salutem Vita - Select Multi-Protein Roll for Dogs, 1 lb. - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWFNKDVB";"K4-342C-KHDR";"Salutem Vita - Select Multi-Protein Roll for Dogs, 1 lb. - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWFT611K";"RG-US09-JE7P";"Salutem Vita - Beef Tenderloin Filet Mignon, 3.6 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWFQP6X5";"V1-RD2F-93PP";"Salutem Vita - Flank Steak Beef, 3.5 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWFLRX69";"V2-KI13-4L7I";"Salutem Vita - Select Grain Free Tender Chicken with Spinach and Potato Recipe Dog Food, 1.5 lbs. - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWFN8PD4";"VH-JZPB-JR1Z";"Salutem Vita - Select Multi-Protein Roll for Dogs, 1 lb. - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DW3ZQW15";"Z5-BSC3-NDXK";"Salutem Vita - Boneless Skinless Chicken Breast Tenderloins, 6 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWXRK22D";"N6-PDC9-YDTZ";"Salutem Vita - Pink Salmon, 2.25 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWXNWX8Y";"O0-3R5D-D6GW";"Salutem Vita - Pink Salmon, 2.25 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWYMSV5R";"LA-L3KB-F04K";"Salutem Vita - Popcorn Chicken, 3.5 lbs. (actual weight may vary within 5%) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWN1TC8X";"BY-CKJG-MQB1";"Salutem Vita Boneless Buffalo Chicken Bites, 3.5 lbs. (actual weight may vary within 5%) -Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0DWXK534Z";"YC-YD6N-JEML";"Salutem Vita - Oven-Baked Honey Ham, 1 lbs. (actual weight may vary within 5%) - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0DWN181GD";"1S-UOIV-Y6FG";"Salutem Vita Boneless Buffalo Chicken Bites, 3.5 lbs. (actual weight may vary within 5%)";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0F3P9VWMG";"742259724602";"Salutem Vita – Sausage Egg Cheese Biscuit Rollups Frozen Breakfast Snacks Gift Set – Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
