ordinal,sku,asin,action,write_required,source_visual_audit_conclusion,recipe_keys,reason_codes,before_secondary_count,after_secondary_count,after_product_or_context_count,after_component_asset_counts,after_component_sequence,after_sha256,after_source_urls,validation_pass
74,NM-ASEW-S2SK,B0H86TVN3C,REBUILD_GALLERY,true,REBUILD_GALLERY,PB_MIXED_BERRY_MORNING_PROTEIN,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET,5,5,4,PB_MIXED_BERRY_MORNING_PROTEIN:3,PB_MIXED_BERRY_MORNING_PROTEIN|PB_MIXED_BERRY_MORNING_PROTEIN|PB_MIXED_BERRY_MORNING_PROTEIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|fa480f2b9e7b614c15dcabc770ec23db204a1e56216c14ea68aa49d6bf5a5d83|eb648445f7c00ab689fac12048000e9059aeaf99180dd0a65bf8ec35777fc099|7c1fb8162b76d5824dce602845aba06621b803dcde7f795b299dc543e04304c0|09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/81C7RzdCNiL.jpg|https://m.media-amazon.com/images/I/71lt5+thAOL.jpg|https://m.media-amazon.com/images/I/81LWnMS3V4L.jpg|https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,true
75,NS-ASSD-B3JJ,B0H82L945T,KEEP,false,KEEP,PB_MIXED_BERRY,,7,7,6,PB_MIXED_BERRY:6,PB_MIXED_BERRY|PB_MIXED_BERRY|PB_MIXED_BERRY|PB_MIXED_BERRY|PB_MIXED_BERRY|PB_MIXED_BERRY,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|03de6fb00ca4acd7a510c7dac63895796de05559eac7a8e45a6b6a4287b4f2a2|19acd87c5d36841d3d477e548134749a8adb3f71614d8cf672aed2b10bad4c8f|690655693868a631feae7e69480fcd4faeb26b011ce393772bcee00580b19cb7|0c00d8ac5b817efd5c40a1cce2b09cb5711b7e9d5a1402bb237d8ee6c8288bcf|49a4c1505309585e0136bcfa67c3d41bcc5af3dcb56f9ca199fcf77c4362087d|ae20cdf087bfdd4915dbe8a0a8fc0c7913e062be84a60066968b79c6457590e3,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/619x463ateL.jpg|https://m.media-amazon.com/images/I/81yWiNbk1zL.jpg|https://m.media-amazon.com/images/I/81VEny2nxcL.jpg|https://m.media-amazon.com/images/I/81vNfVjSc4L.jpg|https://m.media-amazon.com/images/I/81U-nEaljUL.jpg|https://m.media-amazon.com/images/I/71XLneqBUwL.jpg,true
76,NT-ASIL-V5LK,B0H84547PM,REBUILD_GALLERY,true,REBUILD_GALLERY,PB_STRAWBERRY_PROTEIN|PB_CHOCOLATE_FLAVORED_SPREAD,MISSING_RECIPE_COMPONENT:PB_CHOCOLATE_FLAVORED_SPREAD|UNBALANCED_RECIPE_COMPONENT_COUNTS|NOT_RECIPE_COMPONENT_ROUND_ROBIN,7,7,6,PB_STRAWBERRY_PROTEIN:3|PB_CHOCOLATE_FLAVORED_SPREAD:3,PB_STRAWBERRY_PROTEIN|PB_CHOCOLATE_FLAVORED_SPREAD|PB_STRAWBERRY_PROTEIN|PB_CHOCOLATE_FLAVORED_SPREAD|PB_STRAWBERRY_PROTEIN|PB_CHOCOLATE_FLAVORED_SPREAD,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|1040e179b2a01cd60172251ebbb8da4a20e6d80315652266e0c9704fd61168d8|b1ae628a98acdaa00928e54f9572fbf64af641b6cfa7be571e17b6767e77f521|1e0050234c72c1a35a45addd983a33445106e20ac3b59e662e3965808932535b|2eefaa76c78b8fb906ed7609cd065ad437befc7eefb002df0797b3eec2c2e73d|837acfc0f617671a91958acb7e2c4d18547458d8a84d53eedd024307b6b20888|b86499489e737c0d90b094b63506399836a0eae16f22c33010e51566a05ea027,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71YtDdfyshL.jpg|https://m.media-amazon.com/images/I/71x7b7H6CiL.jpg|https://m.media-amazon.com/images/I/71zE6GaaBqL.jpg|https://m.media-amazon.com/images/I/81oq-NhFAEL.jpg|https://m.media-amazon.com/images/I/71PZHZVjwtL.jpg|https://m.media-amazon.com/images/I/81zl3g2ayQL.jpg,true
77,NV-AS86-HD44,B0H85KQJKS,REBUILD_GALLERY,true,REBUILD_GALLERY,CHOCOLATE_HAZELNUT|WHOLE_WHEAT_PB_GRAPE,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET|MISSING_RECIPE_COMPONENT:WHOLE_WHEAT_PB_GRAPE|UNBALANCED_RECIPE_COMPONENT_COUNTS|NOT_RECIPE_COMPONENT_ROUND_ROBIN,7,7,6,CHOCOLATE_HAZELNUT:3|WHOLE_WHEAT_PB_GRAPE:3,CHOCOLATE_HAZELNUT|WHOLE_WHEAT_PB_GRAPE|CHOCOLATE_HAZELNUT|WHOLE_WHEAT_PB_GRAPE|CHOCOLATE_HAZELNUT|WHOLE_WHEAT_PB_GRAPE,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|cf93a9e400d5a73ad2d972f263590f5f38882f4da0f6af1c63394de44b029c9b|a055d59ce5903fb461de1997d136952ccd65d7dbc8f70f770833c1bef259c9e1|54911f275a0907b16d56d15b0b44839e2134135d546f45d16f76cbdfab255873|1cd6a9f1a73eeb940b5de55d5e3cc25aff9f9f3fac319795d503a8a4222884b4|2fd13b13b8f15487932e6a7293ecb9a74ee732bdcd41c79da1273bc4e706f10b|0a48bbb0278b04cf0e6a359647df836b5c93d95699484a773b854fcdbd695d57,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71aWgmGrimL.jpg|https://m.media-amazon.com/images/I/71MBEkv0YJL.jpg|https://m.media-amazon.com/images/I/71x1cn1o6fL.jpg|https://m.media-amazon.com/images/I/81xmZA59SrL.jpg|https://m.media-amazon.com/images/I/71TmsfQKUmL.jpg|https://m.media-amazon.com/images/I/71nBaQX205L.jpg,true
78,PB-ASAF-G2T6,B0H82K7Y7S,REBUILD_GALLERY,true,REBUILD_GALLERY,PB_PLAIN,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET,7,5,4,PB_PLAIN:4,PB_PLAIN|PB_PLAIN|PB_PLAIN|PB_PLAIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|c8e752ff249ed693b13d431ee574e942595f4f8e674081adc830ae4e22ddb186|ec7da0821ba9b6332bfc0dd39fab90c2f2d7f139e7a4a38e1e53cda4d7a6f8c8|558c3a5184c704ed1bfd1c5b3b54c4b646a4ccd4a0d67651f98c609ed55c00a2|4e47c221991ef798d7a5c89dce72bd60220eeffb58b3afe65fbed8bb6f0f93fb,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71L8sRlEBhL.jpg|https://m.media-amazon.com/images/I/719hbYW9sTL.jpg|https://m.media-amazon.com/images/I/71Uy97zuGyL.jpg|https://m.media-amazon.com/images/I/71CT5NHIm9L.jpg,true
79,PJ-ASAX-6LTG,B0H82T12L7,KEEP,false,KEEP,PB_STRAWBERRY_PROTEIN,,7,7,6,PB_STRAWBERRY_PROTEIN:5,PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|1040e179b2a01cd60172251ebbb8da4a20e6d80315652266e0c9704fd61168d8|1e0050234c72c1a35a45addd983a33445106e20ac3b59e662e3965808932535b|eca4b46ee9583ea5836574ac88816536a3314ab27ec6b9944ed7ea7f762c8f9f|837acfc0f617671a91958acb7e2c4d18547458d8a84d53eedd024307b6b20888|1e60db234ca92950b808ea308fe6e2eb976033f475ec8f5abeb4bba9af70d414|dd22835e6e00b4690f42cdcbd3884172a01634ccc8890d7b243058e846b69d2d,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71YtDdfyshL.jpg|https://m.media-amazon.com/images/I/71zE6GaaBqL.jpg|https://m.media-amazon.com/images/I/61aiJp1KdEL.jpg|https://m.media-amazon.com/images/I/71PZHZVjwtL.jpg|https://m.media-amazon.com/images/I/71lUWz4xslL.jpg|https://m.media-amazon.com/images/I/71ony4PMY8L.jpg,true
80,PJ-ASDX-E8LW,B0H85MGP35,REBUILD_GALLERY,true,REBUILD_GALLERY,PB_HONEY|PB_MIXED_BERRY_MORNING_PROTEIN,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET|MISSING_RECIPE_COMPONENT:PB_MIXED_BERRY_MORNING_PROTEIN|UNBALANCED_RECIPE_COMPONENT_COUNTS|NOT_RECIPE_COMPONENT_ROUND_ROBIN,7,7,6,PB_HONEY:3|PB_MIXED_BERRY_MORNING_PROTEIN:3,PB_HONEY|PB_MIXED_BERRY_MORNING_PROTEIN|PB_HONEY|PB_MIXED_BERRY_MORNING_PROTEIN|PB_HONEY|PB_MIXED_BERRY_MORNING_PROTEIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|7e2aa54266224e1d60e128ee700eaf9caab5d43a0db8fd19848a62d1b1fc8695|fa480f2b9e7b614c15dcabc770ec23db204a1e56216c14ea68aa49d6bf5a5d83|2a317b0c01470311deb7fb95df4aba08bf2aa7f8288b09cf678257e680cb8ce0|eb648445f7c00ab689fac12048000e9059aeaf99180dd0a65bf8ec35777fc099|6a22a74279decafb8936ddf1ebdcce11ef1306ef619bef9b16801e2a175e4c99|7c1fb8162b76d5824dce602845aba06621b803dcde7f795b299dc543e04304c0,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/816+z+QiZ9L.jpg|https://m.media-amazon.com/images/I/81C7RzdCNiL.jpg|https://m.media-amazon.com/images/I/71liSK63QUL.jpg|https://m.media-amazon.com/images/I/71lt5+thAOL.jpg|https://m.media-amazon.com/images/I/71UBCMlqb1L.jpg|https://m.media-amazon.com/images/I/81LWnMS3V4L.jpg,true
81,PL-ASR9-U94A,B0H83RR2XQ,REBUILD_GALLERY,true,REBUILD_GALLERY,PB_MIXED_BERRY_MORNING_PROTEIN,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET,5,5,4,PB_MIXED_BERRY_MORNING_PROTEIN:3,PB_MIXED_BERRY_MORNING_PROTEIN|PB_MIXED_BERRY_MORNING_PROTEIN|PB_MIXED_BERRY_MORNING_PROTEIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|fa480f2b9e7b614c15dcabc770ec23db204a1e56216c14ea68aa49d6bf5a5d83|eb648445f7c00ab689fac12048000e9059aeaf99180dd0a65bf8ec35777fc099|7c1fb8162b76d5824dce602845aba06621b803dcde7f795b299dc543e04304c0|09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/81C7RzdCNiL.jpg|https://m.media-amazon.com/images/I/71lt5+thAOL.jpg|https://m.media-amazon.com/images/I/81LWnMS3V4L.jpg|https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,true
82,PP-AS23-SPLQ,B0H84CDNQG,REBUILD_GALLERY,true,REBUILD_GALLERY,PB_RASPBERRY|WHOLE_WHEAT_PB_STRAWBERRY,UNAPPROVED_SHARED_CONTEXT_ASSET|MISSING_RECIPE_COMPONENT:WHOLE_WHEAT_PB_STRAWBERRY|UNBALANCED_RECIPE_COMPONENT_COUNTS|NOT_RECIPE_COMPONENT_ROUND_ROBIN,7,7,6,PB_RASPBERRY:3|WHOLE_WHEAT_PB_STRAWBERRY:3,PB_RASPBERRY|WHOLE_WHEAT_PB_STRAWBERRY|PB_RASPBERRY|WHOLE_WHEAT_PB_STRAWBERRY|PB_RASPBERRY|WHOLE_WHEAT_PB_STRAWBERRY,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|e5f6ea2135ebd8aa356c679796d8d6dde074a10ae14ec49de4b6a27d3fe27148|a615a066e994aa99af535cb2b0365e496030db2bc54d7a1dc532ebc3f87c8aa1|ab88aaebe9cdf119fded4a17430996106871e6a930138cfdee85ef53b761fa46|347b9d07ccf4b882d31743cd19b8fbdd4751e08ce0725ea63843489ed81d433c|b5ccf930e8d364b8e02a624afa5ca5fb51edda93294f0533a8b61a4f7d9e8af4|7510ed9214b0fb71c55ff3ad38ee2f5803f2f2b529bee2ca63029eec389f9e06,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/712yag8b0rL.jpg|https://m.media-amazon.com/images/I/818D-mdJtcL.jpg|https://m.media-amazon.com/images/I/81VJerOdHXL.jpg|https://m.media-amazon.com/images/I/81xVX0-EKWL.jpg|https://m.media-amazon.com/images/I/814pjy8xc2L.jpg|https://m.media-amazon.com/images/I/814QzPWtCjL.jpg,true
83,PR-AS79-8SDF,B0H82L74PL,KEEP,false,KEEP,PB_STRAWBERRY_PROTEIN,,7,7,6,PB_STRAWBERRY_PROTEIN:5,PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN|PB_STRAWBERRY_PROTEIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|1040e179b2a01cd60172251ebbb8da4a20e6d80315652266e0c9704fd61168d8|1e0050234c72c1a35a45addd983a33445106e20ac3b59e662e3965808932535b|eca4b46ee9583ea5836574ac88816536a3314ab27ec6b9944ed7ea7f762c8f9f|837acfc0f617671a91958acb7e2c4d18547458d8a84d53eedd024307b6b20888|1e60db234ca92950b808ea308fe6e2eb976033f475ec8f5abeb4bba9af70d414|dd22835e6e00b4690f42cdcbd3884172a01634ccc8890d7b243058e846b69d2d,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71YtDdfyshL.jpg|https://m.media-amazon.com/images/I/71zE6GaaBqL.jpg|https://m.media-amazon.com/images/I/61aiJp1KdEL.jpg|https://m.media-amazon.com/images/I/71PZHZVjwtL.jpg|https://m.media-amazon.com/images/I/71lUWz4xslL.jpg|https://m.media-amazon.com/images/I/71ony4PMY8L.jpg,true
84,PT-AS5B-Z2XH,B0H84Z6QWY,REBUILD_GALLERY,true,REBUILD_GALLERY,WHOLE_WHEAT_PB_STRAWBERRY|PB_GRAPE,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET|MISSING_RECIPE_COMPONENT:PB_GRAPE|UNBALANCED_RECIPE_COMPONENT_COUNTS|NOT_RECIPE_COMPONENT_ROUND_ROBIN,7,7,6,WHOLE_WHEAT_PB_STRAWBERRY:3|PB_GRAPE:3,WHOLE_WHEAT_PB_STRAWBERRY|PB_GRAPE|WHOLE_WHEAT_PB_STRAWBERRY|PB_GRAPE|WHOLE_WHEAT_PB_STRAWBERRY|PB_GRAPE,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|a615a066e994aa99af535cb2b0365e496030db2bc54d7a1dc532ebc3f87c8aa1|acd2ad49f2a5e19db1ad1234b5ffd354cb2452ec70047d6b6cfc711f789b1673|347b9d07ccf4b882d31743cd19b8fbdd4751e08ce0725ea63843489ed81d433c|3176f1fab0d6e48e982966b5bd5c7f95c4b4646a0d49d4be1fdd783985063fe7|7510ed9214b0fb71c55ff3ad38ee2f5803f2f2b529bee2ca63029eec389f9e06|858b097e3fc18109434f2e983bd43f669a00302cbb72b9d6efe9d97c2cbdb4d8,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/818D-mdJtcL.jpg|https://m.media-amazon.com/images/I/71WZxZ3vi0L.jpg|https://m.media-amazon.com/images/I/81xVX0-EKWL.jpg|https://m.media-amazon.com/images/I/813Kel2kSnL.jpg|https://m.media-amazon.com/images/I/814QzPWtCjL.jpg|https://m.media-amazon.com/images/I/71+m-2-KSqL.jpg,true
85,PU-AS3D-SA5Z,B0H83H71F8,REBUILD_GALLERY,true,REBUILD_GALLERY,CHOCOLATE_HAZELNUT,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET,7,6,5,CHOCOLATE_HAZELNUT:5,CHOCOLATE_HAZELNUT|CHOCOLATE_HAZELNUT|CHOCOLATE_HAZELNUT|CHOCOLATE_HAZELNUT|CHOCOLATE_HAZELNUT,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|cf93a9e400d5a73ad2d972f263590f5f38882f4da0f6af1c63394de44b029c9b|54911f275a0907b16d56d15b0b44839e2134135d546f45d16f76cbdfab255873|2fd13b13b8f15487932e6a7293ecb9a74ee732bdcd41c79da1273bc4e706f10b|e079afb7c7c4c9517bbd546cb7d69894cc130028137cbdb4d41841e17a5fe9c6|91d2c19cc618cec3c4593216e7c15a9306ec5c29f6344895f46efba0c95bdba0,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71aWgmGrimL.jpg|https://m.media-amazon.com/images/I/71x1cn1o6fL.jpg|https://m.media-amazon.com/images/I/71TmsfQKUmL.jpg|https://m.media-amazon.com/images/I/71Co7j+BZeL.jpg|https://m.media-amazon.com/images/I/81GdWB3PT0L.jpg,true
86,PW-ASDZ-CSR8,B0H839TPC5,KEEP,false,KEEP,PB_APPLE_CINNAMON_PROTEIN,,7,7,6,PB_APPLE_CINNAMON_PROTEIN:5,PB_APPLE_CINNAMON_PROTEIN|PB_APPLE_CINNAMON_PROTEIN|PB_APPLE_CINNAMON_PROTEIN|PB_APPLE_CINNAMON_PROTEIN|PB_APPLE_CINNAMON_PROTEIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|e3f42b6cdf3c50824604db50c1b07f2a48079779b750656d4ebb44df37041cc8|996e1e6099ce4f3bd9f5b1d2334e7c0c2c62cf643dfe6f6f4efe5a9b09cc6157|eca4b46ee9583ea5836574ac88816536a3314ab27ec6b9944ed7ea7f762c8f9f|a300d0c80b727a02d4e27aee055c1aed81dbc3979060b5eba2827d368f644d46|42d503491c4427b77adbcf1e1bda1ce8fa340d2d3a112deed1ef566fcda2e44a|649cd82b47206a10f50e299d667f04060837d7e3ee641bdface6a0e97731ea50,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/712qi5M8shL.jpg|https://m.media-amazon.com/images/I/71o6rbrY8cL.jpg|https://m.media-amazon.com/images/I/61aiJp1KdEL.jpg|https://m.media-amazon.com/images/I/71ynD-CPptL.jpg|https://m.media-amazon.com/images/I/71uhqgAoFqL.jpg|https://m.media-amazon.com/images/I/71zpqQapb9L.jpg,true
87,PY-ASBM-WX6W,B0H82B7GV5,KEEP,false,KEEP,WHOLE_WHEAT_PB_GRAPE,,7,7,6,WHOLE_WHEAT_PB_GRAPE:5,WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|a055d59ce5903fb461de1997d136952ccd65d7dbc8f70f770833c1bef259c9e1|668d4486eeef1366970855fc3bf2e538aa50aba3a477ea5dea17b062bb27e0e9|1cd6a9f1a73eeb940b5de55d5e3cc25aff9f9f3fac319795d503a8a4222884b4|0a48bbb0278b04cf0e6a359647df836b5c93d95699484a773b854fcdbd695d57|deae43abb519cd8b7b2059c839659441ab93d5a09d2dcb8f507d80702d2f315a|0f4fe14e6030fae2a263fe1e78bbf3efa82a47367cc78a24845fcc5e74145a97,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71MBEkv0YJL.jpg|https://m.media-amazon.com/images/I/81W20XdUCoL.jpg|https://m.media-amazon.com/images/I/81xmZA59SrL.jpg|https://m.media-amazon.com/images/I/71nBaQX205L.jpg|https://m.media-amazon.com/images/I/81oBuPbSBuL.jpg|https://m.media-amazon.com/images/I/61n0Qgw5PQL.jpg,true
88,QC-ASX2-RHPA,B0H83TQPJB,KEEP,false,KEEP,WHOLE_WHEAT_PB_GRAPE,,7,7,6,WHOLE_WHEAT_PB_GRAPE:5,WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE|WHOLE_WHEAT_PB_GRAPE,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|a055d59ce5903fb461de1997d136952ccd65d7dbc8f70f770833c1bef259c9e1|668d4486eeef1366970855fc3bf2e538aa50aba3a477ea5dea17b062bb27e0e9|1cd6a9f1a73eeb940b5de55d5e3cc25aff9f9f3fac319795d503a8a4222884b4|0a48bbb0278b04cf0e6a359647df836b5c93d95699484a773b854fcdbd695d57|deae43abb519cd8b7b2059c839659441ab93d5a09d2dcb8f507d80702d2f315a|0f4fe14e6030fae2a263fe1e78bbf3efa82a47367cc78a24845fcc5e74145a97,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71MBEkv0YJL.jpg|https://m.media-amazon.com/images/I/81W20XdUCoL.jpg|https://m.media-amazon.com/images/I/81xmZA59SrL.jpg|https://m.media-amazon.com/images/I/71nBaQX205L.jpg|https://m.media-amazon.com/images/I/81oBuPbSBuL.jpg|https://m.media-amazon.com/images/I/61n0Qgw5PQL.jpg,true
89,QE-ASEQ-4YV5,B0H82CBLRM,KEEP,false,KEEP,PB_STRAWBERRY,,7,7,6,PB_STRAWBERRY:5,PB_STRAWBERRY|PB_STRAWBERRY|PB_STRAWBERRY|PB_STRAWBERRY|PB_STRAWBERRY,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|15dde9a56f62cf026daed4d9a611f0d8564a1d3706be039c9827b01b21eaac7c|6a7e5214e78a35ca41d59ba26833debcfe8d77090ba65e8e9e3332521e93d66e|a4f02b0bc039d9ce849e09a7d55ec7af6b15cce62ecfb84ee381e4ccc80682c5|cc7b8296f55ce7a89f8448ae1065da6da17139e8b217681af4e62ca6126ea42c|d0802c09aa8743944b5e812903574b22c728a4e03a7ffc0b10070502590b4c95|09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/815wnDxKplL.jpg|https://m.media-amazon.com/images/I/81wkh7GbhQL.jpg|https://m.media-amazon.com/images/I/71nCABtrKCL.jpg|https://m.media-amazon.com/images/I/81o4FzQBsML.jpg|https://m.media-amazon.com/images/I/81IhCTBUH9L.jpg|https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,true
90,QP-ASAD-PTLX,B0H85DG2JQ,REBUILD_GALLERY,true,REBUILD_GALLERY,WHOLE_WHEAT_PB_STRAWBERRY|PB_APPLE_CINNAMON_PROTEIN,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET|MISSING_RECIPE_COMPONENT:PB_APPLE_CINNAMON_PROTEIN|UNBALANCED_RECIPE_COMPONENT_COUNTS|NOT_RECIPE_COMPONENT_ROUND_ROBIN,7,7,6,WHOLE_WHEAT_PB_STRAWBERRY:3|PB_APPLE_CINNAMON_PROTEIN:3,WHOLE_WHEAT_PB_STRAWBERRY|PB_APPLE_CINNAMON_PROTEIN|WHOLE_WHEAT_PB_STRAWBERRY|PB_APPLE_CINNAMON_PROTEIN|WHOLE_WHEAT_PB_STRAWBERRY|PB_APPLE_CINNAMON_PROTEIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|a615a066e994aa99af535cb2b0365e496030db2bc54d7a1dc532ebc3f87c8aa1|e3f42b6cdf3c50824604db50c1b07f2a48079779b750656d4ebb44df37041cc8|347b9d07ccf4b882d31743cd19b8fbdd4751e08ce0725ea63843489ed81d433c|996e1e6099ce4f3bd9f5b1d2334e7c0c2c62cf643dfe6f6f4efe5a9b09cc6157|7510ed9214b0fb71c55ff3ad38ee2f5803f2f2b529bee2ca63029eec389f9e06|a300d0c80b727a02d4e27aee055c1aed81dbc3979060b5eba2827d368f644d46,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/818D-mdJtcL.jpg|https://m.media-amazon.com/images/I/712qi5M8shL.jpg|https://m.media-amazon.com/images/I/81xVX0-EKWL.jpg|https://m.media-amazon.com/images/I/71o6rbrY8cL.jpg|https://m.media-amazon.com/images/I/814QzPWtCjL.jpg|https://m.media-amazon.com/images/I/71ynD-CPptL.jpg,true
91,QW-ASRZ-SYKC,B0H83MDDBL,REBUILD_GALLERY,true,REBUILD_GALLERY,PB_PLAIN,DISALLOWED_ASSET_SHA256|ASSET_HAS_POLICY_ISSUES|UNAPPROVED_SHARED_CONTEXT_ASSET,7,5,4,PB_PLAIN:4,PB_PLAIN|PB_PLAIN|PB_PLAIN|PB_PLAIN,0becbfd6f8d54afcb84a183f6829fe78f234360df0a76149845263d5eafbb7eb|c8e752ff249ed693b13d431ee574e942595f4f8e674081adc830ae4e22ddb186|ec7da0821ba9b6332bfc0dd39fab90c2f2d7f139e7a4a38e1e53cda4d7a6f8c8|558c3a5184c704ed1bfd1c5b3b54c4b646a4ccd4a0d67651f98c609ed55c00a2|4e47c221991ef798d7a5c89dce72bd60220eeffb58b3afe65fbed8bb6f0f93fb,https://m.media-amazon.com/images/I/81OibsvvU0L.jpg|https://m.media-amazon.com/images/I/71L8sRlEBhL.jpg|https://m.media-amazon.com/images/I/719hbYW9sTL.jpg|https://m.media-amazon.com/images/I/71Uy97zuGyL.jpg|https://m.media-amazon.com/images/I/71CT5NHIm9L.jpg,true
