store,sku,asin,total,cooler,landed,current_item_price,target_item_price,delta_pct,status,fulfillment,title
store1,743269741023,B0G2N567JB,48,M,90.90,136.01,136.35,0,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Grape Jelly Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 12 (total 48 pieces)"
store1,743269741061,B0G2NZ39J2,48,M,90.90,136.01,136.35,0,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Strawberry Jam Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 12 (total 48 pieces)"
store1,9V-GJYN-MKSR,B0DQ945P4Z,72,L,131.10,196.42,196.65,0,Active,DEFAULT,"Uncrustables Mixed Flavors (Strawberry, Grape, Raspberry, Chocolate, Honey, Peanut Butter) - Peanut Butter Frozen Sandwich, 4 Count - Pack of 18, 3 of Each flavor (total 72 pieces)"
store1,Q3-CP1Q-BUE3,B0DQ54MM43,108,XL,186.90,280.59,280.35,0,Active,DEFAULT,"Uncrustables Peanut Butter & Strawberry Jam Sandwiches, 4 count (Frozen) - Pack of 27 (total 108 pieces)"
store1,714671745862,B0G2N1K8WR,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,714671745909,B0G2N4TPW5,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,714671745930,B0G2N5CC62,64,L,123.10,183.37,184.65,-1,Active,DEFAULT,"Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,714671745947,B0G2N6V2D5,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,714671745961,B0G2N6SH5R,48,M,90.90,134.37,136.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 12 (total 48 pieces)"
store1,714671745985,B0G2MZYKCS,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269740880,B0G2N4QCZ2,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269740910,B0G2N7265F,64,L,123.10,183.37,184.65,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Grape Jelly Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269740927,B0G2N28L89,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Grape Jelly Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269740941,B0G2N4QCYX,48,M,90.90,134.37,136.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Chocolate Hazelnut Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 12 (total 48 pieces)"
store1,743269740965,B0G2N6K84D,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Chocolate Hazelnut Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269740989,B0G2N2DKL2,48,M,90.90,134.37,136.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Honey Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 12 (total 48 pieces)"
store1,743269740996,B0G2N5BF6Q,64,L,123.10,183.37,184.65,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Honey Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269741009,B0G2N3Z8SP,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Honey Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269741030,B0G2N42YFV,64,L,123.10,183.37,184.65,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Grape Jelly Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269741047,B0G2N6RKL8,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Grape Jelly Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269741085,B0G2N4XVS2,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Strawberry Jam Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269741122,B0G2N52BWV,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Raspberry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269741146,B0G2N5X252,48,M,90.90,134.37,136.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 12 (total 48 pieces)"
store1,743269741160,B0G2N4T7B4,104,XL,182.90,272.9,274.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 26 (total 104 pieces)"
store1,743269741184,B0G2N7GKG7,48,M,90.90,134.37,136.35,-1,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 12 (total 48 pieces)"
store1,T4-Y0G0-ZHII,B0DQ2PWTDM,30,S,57.50,85.13,86.25,-1,Active,DEFAULT,"Uncrustables Peanut Butter and Raspberry Sandwich, 10 count (Frozen) - Pack of 3 (total 30 pieces)"
store1,12-YZO9-4Y83,B0DQ1J6J3Z,54,M,96.90,142.35,145.35,-2,Active,DEFAULT,"Uncrustables Frozen Peanut Butter & Grape Jelly Sandwich, 18 count - Pack of 3 (total 54 pieces)"
store1,714671745855,B0G2N6TCVD,64,L,123.10,181.2,184.65,-2,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,714671745893,B0G2N6RBHQ,64,L,123.10,181.2,184.65,-2,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,714671745978,B0G2N3MNR6,64,L,123.10,181.2,184.65,-2,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269740873,B0G2N4YSTC,64,L,123.10,181.2,184.65,-2,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269741078,B0G2N3HRDT,64,L,123.10,181.2,184.65,-2,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Strawberry Jam Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269741115,B0G2NTZKW9,64,L,123.10,181.2,184.65,-2,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Raspberry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269741153,B0G2N4KL6H,64,L,123.10,181.2,184.65,-2,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 16 (total 64 pieces)"
store1,743269735992,B0FL2WXMST,108,XL,186.90,270.91,280.35,-3,Active,DEFAULT,"Salutem Vita – Uncrustables Frozen Peanut Butter & Mixed Berry Spread Sandwich, Chocolate Hazelnut Spread Sandwich, Gift Set, 4 count – Pack of 24, 6 of Each flavor (total 108 pieces)"
store1,743269740613,B0G2BGN533,28,S,55.50,80.46,83.25,-3,Active,DEFAULT,"Uncrustables Peanut Butter & Chocolate Hazelnut Spread Sandwiches, Gift Set, 7,2 oz, 4 count each – Pack of 7 (total 28 pieces)"
store1,743269740736,B0G2BGGBWG,24,S,51.50,75.23,77.25,-3,Active,DEFAULT,"Uncrustables Peanut Butter & Strawberry Sandwiches, Gift Set, 22,4 oz, 8 count each – Pack of 3 (total 24 pieces)"
store1,743269740859,B0G2N3C3SF,24,S,51.50,74.95,77.25,-3,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 6 (total 24 pieces)"
store1,714671745916,B0G2N236SK,24,S,51.50,74.06,77.25,-4,Active,DEFAULT,"Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 6 (total 24 pieces)"
store1,743269740774,B0G2BJWCC5,24,S,51.50,73.64,77.25,-5,Active,DEFAULT,"Uncrustables Chocolate Hazelnut Spread Sandwiches, Gift Set, 7,2 oz, 4 count each – Pack of 6 (total 24 pieces)"
store1,76-BMJB-ZSXT,B0DQ62J5Z3,105,XL,183.90,258.46,275.85,-6,Active,DEFAULT,"Uncrustables Sandwich, Peanut Butter & Honey Spread, 15 count - Pack of 7 (total 105 pieces)"
store1,7Z-OISJ-FE5O,B0DQ2QGQJX,50,M,92.90,131.58,139.35,-6,Active,DEFAULT,"Uncrustables Peanut Butter and Raspberry Sandwich, 10 count (Frozen) - Pack of 5 (total 50 pieces)"
store1,BI-VZ9R-KOFJ,B0DQ5Y4ZNX,45,M,87.90,122.76,131.85,-7,Active,DEFAULT,"Uncrustables Sandwich, Peanut Butter & Honey Spread, 15 count - Pack of 3 (total 45 pieces)"
store1,AP-5XVY-3431,B0DQ1H639L,72,L,131.10,181.31,196.65,-8,Active,DEFAULT,"Uncrustables Frozen Peanut Butter & Grape Jelly Sandwich, 18 count - Pack of 4 (total 72 pieces)"
store1,743269740972,B0G2N43YHG,24,S,51.50,67.93,77.25,-12,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Honey Spread Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 6 (total 24 pieces)"
store1,743269741054,B0G2N4ZBBX,24,S,51.50,67.93,77.25,-12,Active,DEFAULT,"Smucker's Uncrustables Peanut Butter & Strawberry Jam Sandwiches, Gift Set, 7.2 oz, 4 count each – Pack of 6 (total 24 pieces)"
store1,743269740804,B0G2BHNV1W,108,XL,186.90,242.94,280.35,-13,Active,DEFAULT,"Uncrustables Chocolate Hazelnut Spread Sandwiches, Gift Set, 7,2 oz, 4 count each – Pack of 27 (total 108 pieces)"
