ordinal,sku,asin,status,other_slot_count,slot_indices,approved_card_slots,approved_card_exact_slot_1,additional_after_fixed_card,additional_count_4_to_6,relaxed_relevant_additional,obvious_irrelevant_additional,unknown_relevance_additional,slots_contiguous,exact_urls_unique,exact_asset_sha256_unique,known_true_visual_duplicate_count,local_binary_evidence_complete,fresh_secondary_binary_evidence_count,current_matches_sealed_after,remote_url_reachability_freshly_checked,needs_fix_reasons,unknown_reasons,listing_sha256,row_evidence_sha256
81,PL-ASR9-U94A,B0H83RR2XQ,NEEDS_FIX,5,1|2|3|4|5,1,true,4,true,3,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,bf6b8b4e30db51d8cd7d659e40682f078b49c092d6f004e7f0bec34dd1c59ded,dc24e9a96c19f2d95ee813c058126a75b89da2139d51da548bf470806faf35d9
82,PP-AS23-SPLQ,B0H84CDNQG,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,418562061472acab1ac967402e8315228093ca0a7c636f5559c0d73ec12a53de,ba61d2b321033c45da17fe069415ccf26af0d87103b793704972f66a8bb7ab3e
83,PR-AS79-8SDF,B0H82L74PL,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,59047dd99ec9f401eb1f7e40381e23b7908f9cfecc9da8895b4be16156fde838,c360c06493c393e0b8f8dee67ed58f29a26e11af6ccea99dab90e0d5ffc4a4d8
84,PT-AS5B-Z2XH,B0H84Z6QWY,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,3f7f748c10b8b2193008947b3ffc988d2d7bb379340066b33ab1903ee3da8346,18c8583df1917d1f4bd24a6f9dd05e1a899c134058cf943f5def4136ca3192a5
85,PU-AS3D-SA5Z,B0H83H71F8,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,1731d60ceb2f3578b8111f358fa8dcde31f26f1a6ab35579e10cd6f4980705fc,989ef760b900ea1e607b5672fee36639a498fa638a10e96445df264afa21ff89
86,PW-ASDZ-CSR8,B0H839TPC5,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,5e22945de7918e4a12460bd3e93eeb1545fa98cded9f3447e2ceb2b94fa8a5ca,586d44bf3d44b2419c3e6d9176b31c7d33a711dda77070ea2b6c7002e83e2cdf
87,PY-ASBM-WX6W,B0H82B7GV5,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,88f85360fafe1c47b92ac0bc7003701926ca7f8904b5627f9cbc011d1b3e923e,dedd1749fe20ae181112ee7483710a69022088bb05e9ac3c9f337c170ab161fc
88,QC-ASX2-RHPA,B0H83TQPJB,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,fca8d00ff608911e081bda7e2c510a75031d0c3eddeaa6f87220e77c2a56625a,d08118fc3ae25bc9186bbe4b8d0f78272b158958939f871011c9bd4144fd6740
89,QE-ASEQ-4YV5,B0H82CBLRM,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,80d5f96cbcde846c6cc4d17ab313fb61c922d23094d94a2e14dfa0bf719fee1b,123b00806f10fbed94796ca2eb5a2e5ff40631d03c151246e8dd9ed2e8b82b63
90,QP-ASAD-PTLX,B0H85DG2JQ,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,86b2b7d116a6c8ef4559f1f1329b0583d93619880ec9015e785e22e0e1926bc4,3a9775db128393c14e1b241958dd24dde145f3a27d732235f0dd2e97c6cd05b6
91,QW-ASRZ-SYKC,B0H83MDDBL,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,7be0aab2682d16eec619389e54a83bdccc4b988e3431a6c2b95348cc67108670,cf2778057df61094df40276254867bc911a7c5360ae7f3c8f5d0fd4e54751d5c
92,QX-AS89-H8YC,B0H82RQ226,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,601c5276e982f4fbd5618cb03b2af677acced7205f67f04165cd313daf2ece2f,4b199afbd51dac540e72524f4ff4dd6fd761a54046d778956fbc6d9015ae3fba
93,QX-ASS6-4T4F,B0H83B6TYP,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,0c3cb92adb8c4199a38f6ab2eea53b83c1d863d7480c056911d72cb8d7007e50,7205929d3ff44b825ecf38a224db627efe6fcb0032127c78cae0e64efee086fa
94,RB-ASVO-GYCY,B0H859N8VM,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,d785ac08574cdbcf4cd8227b15a330d1f7ea7560cd7ecbd99ed9ec49cfe3f8f4,af98f49fa7b62a8d1b0b96668566aaf8e7b96496a3da7a799c8729c0e28457da
95,RH-ASWA-ER34,B0H85JR6WN,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,86e70c228dd903e21d4f77d48ab30eb63e5f7f15b5a8ec732174d8547c8e8bf6,12871d2f37bd9a725c28675b1841daec847a63eab9f844311d1ea1f295eb687f
96,RL-AS64-Q8QX,B0H82LZLM2,NEEDS_FIX,5,1|2|3|4|5,1,true,4,true,3,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,a0ec1c045ea4b777095a226acbf16a3f360b784fdd1f61c266d8758231c4f79c,fe1f63ecfc3b55738efd3cd894b32520ca3b5c56638ab1310eaa232b33041b5b
97,RM-ASCV-DVA5,B0H822CVVL,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,059ce910b86b5bdf7136881c2de24f2e142e44a9453a1dde415d5f2aabf1d93e,6baa8de374c518d9aed582c1138299b83e8bd9632159e7044a1823f973c02efc
98,RN-ASLP-VH3X,B0H82JYZQH,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,bd212f705f3b191d184a4ece1f82742832d20c646870273cf0dfae779d390471,0749d9c97d89d9a38fe8ea9cf17cd81976fb280bff174f102c681d9c85d64c18
99,RQ-AS0L-9B45,B0H85MQLHG,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,668c0d63e948ae83193fd3a0481f033cde46d722d5add5a849bf9e3dd16fff60,e057112ad24ee186b02268879a48cac3f1ae6480247e7ffe268a0d410b5466fd
100,RQ-AS78-STLZ,B0H85GR968,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,4ac3f48e13b924b8ef9df90b974e1d61fe1b243677428d6970f1d24ccf827e73,b68bf27e4b9463a097378d5b8a6387e0fe89126c1f7d5fc4f78491d65b388c2c
101,RQ-ASM7-T9NN,B0H83HNB3B,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,3031d2e9f63f07746d619846b8a4100fd84ea17b82c104920ff1308573224707,d83ec1fee29a8fde1f1847209fdf2d56ca94e8132568fce64a1d5aaecf4d862e
102,RR-ASG1-JVKV,B0H8361PYX,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,e90b8752b0089dec67f4da5730312b651deb515dfb70ce698a1358d7bd0a92ec,daa497c63b55bdd24c3a3245e6ae72e42ea5bf1468806cb452b1601e3ad4815a
103,RS-AS47-M3K3,B0H87748WJ,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,0799d32b3ce19d5846248cfde61f25c9b44c14b3700992b30098937ca6465be3,2080ed9e95fb1734e6424c62727afe006430c177923be41e77d7ca100aa820b9
104,RU-ASC3-4TUS,B0H83SJFR7,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,8e4137edba882a38d82b2b09cf178682b7cd1f6bbd30cc12eed1cadeffad4390,5d3608f9c9f08568527774af697f7ffcb5e7474da3135113e24b97a4d12c6c43
105,RY-ASMO-6N4F,B0H8493HNR,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,f987567828a66bcc66b519b58563c2ed68f2bd203ce6bea1126aecad8440e04a,08fb68b16dffb53ed44fd1e02aef4a6dd13bbbf9e35d8319f120e097f644ca04
106,RY-ASO3-24Q2,B0H84XMG42,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,6a185d33fb6ed83d5f7d4d5c0e279dde22dd38349709f06a3ab51a574b06d4c6,65e96e27f5789ee46770bfb1ce9b3074ee032403d461e3f6dbce357d1662b9ec
107,RZ-AS26-WLRM,B0H85PJ516,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,af995a4d9fb5ec9873addfa161732756a96f7db83ccf1e62d6f0451371413ece,06e674d0ae65231d25e534aedd293338e15c2c3107bd14d203a27c05b8ebafce
108,SA-ASCK-J2B2,B0H82XP1MM,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,cbf03d92bcac66012ad38d012a028891f5c02416e77f6359f3773d2fd52a4d6e,716fc6e3909722f301fe55ba4571ff6f2dbe110f12225d00fa5fa867366ae0b1
109,SA-ASDW-SNEW,B0H82SMZ2M,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,8f8e530a4ffa14f59b3fe8ebb1e28bd0013960a6023e068eee7f961ce87f264e,1ce6f8b4feda67f90aba5a424e27f8ba9c2b73a3f92f6af186aeac9a59689c89
110,SC-ASH8-4RQG,B0H856DWVS,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,ff8fa8c92fd451ba94dc4cc41d5bfe24ada2fa6411336d5aa9f69a316dca3887,edd4806710278a888987f555b16e0c7bfc680c5d57fb201564dc237bb3db4ebe
111,SG-AS32-LZ9Y,B0H8564C6D,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,071e1d9a43e7d0183410069f7d63bce7aaf284fbaac1e4b9e58c230290f04f99,386bf5b26308f8c0584f2479195b9dd229457243b3a625eda68fb97bf2954bb0
112,SG-ASLB-M2DG,B0H84PFKYC,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,bda90e0ee1e1c5c3359fbac4547f4604ee7890ca4daeed6be105d9e40ff38bd4,85c765926b816f180dd3a225bcc158612279eb9b08f1dcaf513bed6df101efeb
113,SH-ASO0-PW37,B0H83ZH3TB,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,153fc311d62f96da5a0bdf956d69f1939c45a84171f5d0b36dd111443f493c58,963dcec84b2ce40c10c748d9fa71146bfc930912a32e2e5f3936b131ae87940f
114,SS-AS9K-U9TV,B0H831889Q,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,3ae2730c68289bbf12fc1e2498263a6208e418bc9a1b1e908d2531bb9f1e66cf,81150eaf6f9087f4c99124fb91bcd7d4788e3e9f219d833a60a7dce13c9feaaa
115,SU-ASS4-RV6R,B0H853HGHC,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,3a0fafb170359070c224d1ce5f1a77f7bcb7c47d4caaa7e152d7a30320d06a51,1978299aacb4fcaca32be0c7a5af942b6e6255088fbfbe7e205b9768e3478f3d
116,SV-AS87-D6SV,B0H83ZGN22,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,47228386940cc0d147684303bc4fbda3d42335743129e4baa449b76f89a32894,a4253c5fb2eb9ce79591ae7aa299c73c79b78aacb3eaf2ab0f48f4c49cf3bd44
117,SZ-ASPI-JFAT,B0H776M5B5,NEEDS_FIX,1,1,1,true,0,false,0,0,0,true,true,true,0,true,0,false,false,ADDITIONAL_IMAGE_COUNT_OUTSIDE_4_TO_6,,f894164f3f9cf73c959499a042016d1022613db7e4ea688e2366d0f547a9bc33,42bfd13d7efe471c6b9a6e3205366d1ac01ec4df1438162f26880228135fab94
118,TH-AS6D-CCES,B0H845HSDZ,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,b8094eccba4e7269228fa26541f6bc73e62a856eb76f66400c6d2d6548073f52,c135cc057eef3cbef57ed0728095ee93a41d94a6a52db0d78b83d2047c2ae99b
119,TL-ASHN-ZRKG,B0H85P9F3R,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,21d3420416289de557d55ddf88909e47be3103de368f36bf64cd569371ba913a,81fbebee9946490e0b8a174e63f827c2bf8a79255fb0d31677d678a17f0ce3f6
120,TP-AS91-8PAZ,B0H835T5HN,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,64bac996ad0b604e9a5c5e392c5ef9bf7bbc1f7567a33b3438a040d78409df83,8a251eaafda0c6b81cbce9b9e86e3698d23b77c741f80168a25f50d11ac0ca75
121,TQ-ASBR-96TC,B0H82BCZ44,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,b10022816209520c8e70149fd358301c13599352f9d203af929696e29f89b186,3f74a381ed60975caad5980ce08557a86b09ba197a5b300b8d7bbef93a3c1c7a
122,TQ-ASC4-P2NP,B0H839G6RQ,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,011ebcf1a4ab8f792096aea24c789f53373b6eaca6360a49e227114a5658ffe5,67d8970b971f98926f7a8bf031af22909b4237c5f166464fc0a6cc7919b0ece0
123,TY-AST2-JE9P,B0H84WQRXB,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,fda46a09a2285db000f8a089794f6cf0cf56df4e942e8754a14398ae9a688d6c,6c9a73c7de1cd4a95787e1806e8b518b70f0cf89bae5491155f8d5d642edc3c8
124,UA-ASAO-RE7Q,B0H784LMG6,NEEDS_FIX,7,1|2|3|4|5|6|7,7,false,6,true,5,1,0,true,true,true,0,true,0,false,false,APPROVED_CARD_NOT_IN_SLOT_1|OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,f8bd7f377551f7059d6226d5ce9cbe4508dbdbd9a77842b8348d49ffccb0282c,0c6d3a7e5b9a548f7f5ed7af89874f393100dd2e9a3beaf5b9f2a127e2732011
125,UD-AS9J-QNY6,B0H834L7P6,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,a7af0edcf18593bb940eb9f95c7b999b452cd6dabd6a70d6a818eeade8ee770a,539cb00af385dd9adc02d4efa9d642615e50fadf828c13b94ea81b41f98d8405
126,UE-ASA6-CLLY,B0H83ZHZ4S,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,41b0a3d703363c63ba819a75f1be8ac3f8e7fbbe548e188508c6d77bb72bbe06,dfb30069f4c2c2dbc3d937fae05447e0f61aca817d2e91ceb938bb62ae3398f9
127,UF-ASA1-GN5P,B0H854DM3X,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,f58239ce4e39adff7a1c159cdb31ff243825dc7e925541f9d7bd02d992d79166,68164feb1de7c1bc4a9717fd57925d0852a56af7468dcbf0b8e0b7fe8be5bd64
128,UG-ASUO-L4D9,B0H83FP8WW,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,feb78fd9ca679339a76b401d214a7d2279f93bc003d2abcbd82c73bc766f1bd6,fadbb10259d7172c556fa1d59a50e233cb2e11daffe953c8a38d4ca89c9c5d7b
129,UJ-ASQ1-9FNR,B0H82P651P,NEEDS_FIX,5,1|2|3|4|5,1,true,4,true,3,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,2176d35c3f55332f80e5820d12681391990c76fd494ff349e1c2b7f3172ed220,d08fc33667db0759d4b09a0d5415a0910284ded4aa1800e1651ca431cec81bd8
130,UY-AS5N-A2E4,B0H83R4M3R,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,2559f0f2201edc083b402ffc0204c9426a08e2fde75d0e8fe1bed68f9c971bea,d4412ab40c576c13fb96e3f347cec13e8dd566736ed496bfb903159e24e08ec0
131,VA-ASOK-QJCA,B0H85RZDX5,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,c0a5197fc9d5182ce0f20d6184ca16fe8dd0b3c54bf6a385d793dc9dd89b8b23,58eff7613eaaffae99ba98371fd7fc102fabc85a0aab5e87dc3d10ef7ce4a80e
132,VC-ASQE-L5Z5,B0H82QYM85,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,fc13718cda023fce492bad84d1d05194a42573a5dba0d659720231a0f8aaab1b,c8bd09a126bf928f854e4c925129763754c40a3792a2db9cbf1d997b7bd80282
133,VC-ASV1-378P,B0H786L5MW,NEEDS_FIX,7,1|2|3|4|5|6|7,7,false,6,true,5,1,0,true,true,true,0,true,0,false,false,APPROVED_CARD_NOT_IN_SLOT_1|OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,a1a9f9a83ae746381126eab750badead47f820e80a08334657decc4e47360d66,872e87ba4067930432a977242e41d75c71cafd0b5df33b6187ddb3802ee16038
134,VH-ASHZ-TJEE,B0H856VWD6,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,fac7d75e8a017fb173b6011a208e043e8167be95aa5ce07fba96018aff56af9b,0e44481bc139f0952ee51c6193b700a367946484f4f495bdf7ba9098767de126
135,VK-ASSB-3YFK,B0H85FY28F,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,a77dc42f9de8e1e75ebad50c0eaab87c41a5eac91271cec94ecaaca97d4bfbc3,df905e30f59c6e11a2e8ac29a12153bdb50ef8a65f7bcb2230a5889e9f838538
136,VN-AS1A-D572,B0H82PKK18,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,68b820e020593ba2dfbb779cbb2acbf0ebf97c9d2e6ef8490ba7b1b95738b5de,d5b4e1a7f16a212e3d00a4b12e33dca2a6587b99bbdabdd7e8e40bd22b9f0b71
137,VN-AS6Q-5AE9,B0H8538L32,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,9a8eabb0ade7d8a3accd8d750369da7641c683e74b4b88795f1202cfc03131a7,ab563c032ea2356a55dd22b031a0fd6f112f9e93dfa5c30ad8818c4b0d9251fa
138,VT-ASTH-B6LM,B0H85CL8JD,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,b34dc6ebdb55d543982b2ad84b1907d421e7e2487c0d973c181d46ee61e4d513,2f3973db53dd530e7e47a50ae3a38d8cc3fd99053041e5c834b999ad96d9456c
139,WC-ASH5-EFN6,B0H833W54L,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,ad0631aad13a06a5b4f02f06cb2ab5841a50ebc232ea7c788196d8f0ea007cc5,c8da77f14cc761dd0a1d722052d0b342be9b5bb75d9191c53ee99a849bdca425
140,WK-AS2R-FJUW,B0H82XBNVN,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,a67dd0e24f1f14d69fff1e37010b2f30cdfb97bbf0544ab0ceb280f661f629dd,3b4e5e16149de30d06482eebf848c376e6a71d91c4fe5c7a3b49a6ba33a033a1
141,WK-AS7E-M3CE,B0H843R64X,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,f81a48fa230e44706f60b93086f8444c1584b94ecab5ab894de19edd9d1ce32b,eed25cbfd54ede0550c31077e759f1ac6f4e332b61e403f76a9ec1d12de5bbba
142,WK-ASPD-G9HL,B0H85CF81Y,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,a8f48b23882fbc04471ac6450209cad42d0a7c13378a0a1be0989688e453af5b,87e170a66fa717dd5eb27bd8f16ed2ee37a31fd48f84e2e80e8235e4ebaceeef
143,WN-AS33-UFEA,B0H83RCTVV,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,50accaa84e7563dd67b0a68dfe4f44b349098086b727effe1685f23be5a83bd8,fd1dff0d37ac1dc9cf55422ec8b7ba6f2039f717ba6a22b012d46db0adb2fb6b
144,WR-ASR5-AVWE,B0H859VYXH,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,248499accb3c93ccf41dd8ba4730274bda6f37e1f6f495e60af870b9540022de,b594b77d3139260746a278f20d05c547be53fbf5850763ec549a8e107faff6ab
145,WR-ASTH-TPXV,B0H85DRT93,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,4dc4a6edf0692e22c6d3d28bf68acc9facc7d603db1426fb625204a66b0f232e,9c1d6d9887ad1da52454f4777e858fdc70c12974d34bdaf029d87bf166cfb2a4
146,WZ-ASXK-ZFAS,B0H85DF1R7,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,ce3057f932ef661915281c64e2254e164da78d31cd03750dee68de227170e6ee,4cf9ff56197858b55335c525e2b348d3348e2d5c69a9366d62d3ff94052beb9b
147,XE-ASK1-BNRB,B0H81WMJBP,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,false,false,,,836b128c87158a235a8b36632f3496c2bb15a477a1d608a3b9c47479fe70b6f8,62ee279195c8f2ad93b9ede3b0e453e40bbf224484ac0af6c1f912af5ee603d4
148,XJ-ASVD-CDMW,B0H82MSTD9,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,1507cd2e7b4b940301cfed0895af48cfbad71acd5ffbe7b652b37442032a7bc8,2f8d34efaaccad28da0fb18ee1b1277866310ac705ce94fcb6b56ab81698ab1b
149,XV-ASEU-GDUX,B0H82YRTS3,NEEDS_FIX,5,1|2|3|4|5,1,true,4,true,3,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,80c1131477d80b50e8898bae98a65a4d2010a2c0450d96b688b6676950048d2d,2f72ff9ca50b1910554cc1df7d0969e62f86d3052ca8fb1048fc65b0b1f6a00e
150,XW-ASSI-SZZT,B0H858GF4N,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,3593ed4c21faa2b45ab435ca2b8174c6e6d9272ff539c3fad60a1325ccb17167,3e0b465eca1343c2cd7630efa8cb77a8ecdf08747f5ee11edd3532e24c17ee0c
151,YA-ASX6-PZE7,B0H82YB4PD,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,1094ee3058c0e70441c18551995e473ddb3d1d532c149b33cd9fb72ae11f26df,76ef756d5c33489baf12184bd97116a1503e02d2b6c2f1faba9337819d8ff5b1
152,YF-ASZJ-8BBH,B0H822MPKC,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,e56bbad429796b765d502a1cc6fc7447c21fad810a9c51a59e8d2cc0ec7118b7,51a78c26c96c3fcc67313f07a713124467c5452a8924a905fbe627ce8fd1a917
153,YG-ASH6-BCXX,B0H8511Y5G,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,626947e6f911b50b5c8822928acd86f62ceb392eddf1f34dff9126e0a84c2215,b156536720a1361f55340e8ab70c396b81c24857674dbbe5144dc42177ca1fc3
154,YH-ASQ8-45ED,B0H82QPCJL,NEEDS_FIX,7,1|2|3|4|5|6|7,1,true,6,true,5,1,0,true,true,true,0,true,0,false,false,OBVIOUSLY_IRRELEVANT_OR_WRONG_COPY_IMAGE,,6fb5d35f18d76689e94c00909d1da562de9d6518d047b620162b41641e64e57b,e8c91ab2608c038507325450eaf10af616e6fb1f7dfe2b5546b494cd8efaae34
155,YM-AS7P-ZX44,B0H83S1LDG,PASS,7,1|2|3|4|5|6|7,1,true,6,true,6,0,0,true,true,true,0,true,0,true,false,,,ee815bacdc6183526352645943ea5f47b41108c794d4b9f8c04133381f798561,ee375b5eb8669f6fc89bbbc574c8721ae11ef99e93670d7c4f2ed5237c691fcd
